10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
1705301016,San Juan,175301016,Bgy,,,,R,3793,,3623,
1705301017,Tagpait,175301017,Bgy,,,,R,1003,,1165,
1705301018,Tigman,175301018,Bgy,,,,R,1908,,1902,
1705301019,Poblacion,175301019,Bgy,,,,U,2462,,2526,
1705301020,Culandanum,175301020,Bgy,,,,R,1296,,1511,
1705302000,Agutaya,175302000,Mun,,,5th,,12545,,12867,
1705302002,Algeciras,175302002,Bgy,,,,R,4584,,4955,
1705302003,Concepcion,175302003,Bgy,,,,R,3813,,3431,
1705302004,Diit,175302004,Bgy,,,,R,1064,,1231,
1705302005,Maracanao,175302005,Bgy,,,,R,309,,312,
1705302006,Matarawis,175302006,Bgy,,,,R,349,,359,
1705302007,Abagat ,175302007,Bgy,,,,R,387,,415,
1705302008,Bangcal ,175302008,Bgy,,,,R,265,,267,
1705302009,Cambian ,175302009,Bgy,,,,R,397,,415,
1705302010,Villafria,175302010,Bgy,,,,R,516,,598,
1705302011,Villasol,175302011,Bgy,,,,R,861,,884,
1705303000,Araceli,175303000,Mun,,,4th,,14909,,14434,
1705303001,Balogo,175303001,Bgy,,,,R,805,,747,
1705303004,Dagman,175303004,Bgy,,,,R,868,,791,
1705303005,Dalayawon,175303005,Bgy,,,,R,474,,495,
1705303006,Lumacad,175303006,Bgy,,,,R,622,,650,
1705303007,Madoldolon,175303007,Bgy,,,,R,958,,1060,
1705303008,Mauringuen,175303008,Bgy,,,,R,1057,,919,
1705303009,Osmeña,175303009,Bgy,,,,R,993,,936,
1705303010,San Jose De Oro,175303010,Bgy,,,,R,744,,607,
1705303011,Santo Niño,175303011,Bgy,,,,R,592,,490,
1705303012,Taloto,175303012,Bgy,,,,R,559,,537,
1705303013,Tinintinan,175303013,Bgy,,,,R,1591,,1680,
1705303014,Tudela,175303014,Bgy,Calandagan,,,R,2429,,2325,
1705303015,Poblacion,175303015,Bgy,Centro,,,R,3217,,3197,
1705304000,Balabac,175304000,Mun,,,2nd,,40142,,42527,
1705304001,Agutayan,175304001,Bgy,,,,R,794,,909,
1705304002,Bugsuk,175304002,Bgy,New Cagayancillo,,,U,1010,,1033,
1705304003,Bancalaan,175304003,Bgy,,,,U,11701,,13033,
1705304005,Indalawan,175304005,Bgy,,,,R,1351,,1121,
1705304006,Catagupan,175304006,Bgy,,,,R,2373,,2623,
1705304007,Malaking Ilog,175304007,Bgy,,,,R,900,,1086,
1705304008,Mangsee,175304008,Bgy,,,,U,9016,,8822,
1705304009,Melville,175304009,Bgy,,,,R,1386,,1668,
1705304011,Pandanan,175304011,Bgy,,,,R,1148,,1243,
1705304012,Pasig,175304012,Bgy,,,,R,407,,414,
1705304019,Rabor,175304019,Bgy,,,,R,435,,551,
1705304020,Ramos,175304020,Bgy,,,,R,2331,,2623,
1705304021,Salang,175304021,Bgy,,,,R,2529,,2730,
1705304022,Sebaring,175304022,Bgy,,,,R,1113,,1080,
1705304024,Poblacion I,175304024,Bgy,,,,R,236,,272,
1705304025,Poblacion II,175304025,Bgy,,,,R,488,,442,
1705304026,Poblacion III,175304026,Bgy,,,,R,460,,413,
1705304027,Poblacion IV,175304027,Bgy,,,,R,475,,491,
1705304028,Poblacion V,175304028,Bgy,,,,R,565,,545,
1705304029,Poblacion VI,175304029,Bgy,,,,R,1424,,1428,
1705305000,Bataraza,175305000,Mun,,,1st,,75468,,85439,
1705305001,Bono-bono,175305001,Bgy,,,,R,3293,,3404,
1705305002,Bulalacao,175305002,Bgy,,,,R,1940,,2127,
1705305003,Buliluyan,175305003,Bgy,,,,R,1782,,2099,
1705305004,Culandanum,175305004,Bgy,,,,R,3966,,4755,
1705305005,Igang-igang,175305005,Bgy,,,,R,1542,,1916,
1705305006,Inogbong,175305006,Bgy,,,,R,4062,,4261,
1705305007,Iwahig,175305007,Bgy,,,,R,2064,,2372,
1705305008,Malihud,175305008,Bgy,,,,R,2112,,2306,
1705305009,Malitub,175305009,Bgy,,,,R,701,,970,
1705305010,Marangas ,175305010,Bgy,,,,U,8183,,9062,
1705305011,Ocayan,175305011,Bgy,,,,R,2418,,2814,
1705305012,Puring,175305012,Bgy,,,,R,1293,,1390,
1705305013,Rio Tuba,175305013,Bgy,,,,U,21330,,24085,
1705305014,Sandoval,175305014,Bgy,,,,R,3424,,3482,
1705305015,Sapa,175305015,Bgy,,,,R,1886,,2581,
1705305016,Sarong,175305016,Bgy,,,,R,1788,,2405,
1705305017,Sumbiling,175305017,Bgy,,,,R,3609,,3955,
1705305018,Tabud,175305018,Bgy,,,,R,1161,,1092,
1705305019,Tagnato,175305019,Bgy,,,,R,1037,,944,
1705305020,Tagolango,175305020,Bgy,,,,R,943,,1030,
1705305021,Taratak,175305021,Bgy,,,,R,2008,,2564,
1705305022,Tarusan,175305022,Bgy,,,,U,4926,,5825,
1705306000,Brooke'S Point,175306000,Mun,,,1st,,66374,,73994,
1705306001,Amas,175306001,Bgy,,,,R,2157,,2491,
1705306002,Aribungos,175306002,Bgy,,,,U,4746,,5584,
1705306003,Barong-barong,175306003,Bgy,,,,R,4197,,4564,
1705306004,Calasaguen,175306004,Bgy,,,,R,2942,,3650,
1705306005,Imulnod,175306005,Bgy,,,,R,2392,,2893,
1705306006,Ipilan,175306006,Bgy,,,,U,5944,,6377,
1705306010,Maasin,175306010,Bgy,,,,R,3445,,3945,
1705306011,Mainit,175306011,Bgy,,,,R,2956,,3028,
1705306012,Malis,175306012,Bgy,,,,R,3133,,3625,
1705306013,Mambalot,175306013,Bgy,,,,R,2769,,2758,
1705306014,Oring-oring,175306014,Bgy,,,,R,1892,,2231,
1705306015,Pangobilian,175306015,Bgy,,,,U,9581,,10368,
1705306017,Poblacion I,175306017,Bgy,,,,U,5385,,4830,
1705306018,Poblacion II,175306018,Bgy,,,,U,3253,,3351,
1705306023,Salogon,175306023,Bgy,,,,R,3623,,4270,
1705306024,Samareñana,175306024,Bgy,,,,R,3042,,3602,
1705306025,Saraza,175306025,Bgy,,,,R,3529,,4131,
1705306026,Tubtub,175306026,Bgy,,,,R,1388,,2296,
1705307000,Busuanga,175307000,Mun,,,3rd,,22046,,25617,
1705307001,Bogtong,175307001,Bgy,,,,R,1076,,1250,
1705307002,Buluang,175307002,Bgy,,,,R,2475,,2809,
1705307004,Cheey,175307004,Bgy,,,,R,2258,,2984,
1705307005,Concepcion,175307005,Bgy,,,,U,1769,,1869,
1705307006,Maglalambay,175307006,Bgy,,,,R,1276,,1384,
1705307007,New Busuanga ,175307007,Bgy,,,,R,1558,,1917,
1705307008,Old Busuanga,175307008,Bgy,,,,R,906,,1075,
1705307009,Panlaitan,175307009,Bgy,,,,R,2550,,3045,
1705307010,Quezon,175307010,Bgy,,,,R,985,,1007,
1705307011,Sagrada,175307011,Bgy,,,,R,1096,,1426,
1705307012,Salvacion,175307012,Bgy,,,,U,3084,,3422,
1705307013,San Isidro,175307013,Bgy,,,,R,1055,,1243,
1705307014,San Rafael,175307014,Bgy,,,,R,689,,851,
1705307015,Santo Niño,175307015,Bgy,,,,R,1269,,1335,
1705308000,Cagayancillo,175308000,Mun,,,6th,,6285,,6884,
1705308001,Bantayan ,175308001,Bgy,,,,R,390,,421,
1705308002,Calsada ,175308002,Bgy,,,,R,218,,215,
1705308003,Convento ,175308003,Bgy,,,,R,310,,307,
1705308004,Lipot North ,175308004,Bgy,,,,R,201,,278,
1705308005,Lipot South ,175308005,Bgy,,,,R,135,,196,
1705308006,Magsaysay,175308006,Bgy,,,,R,1432,,1325,
1705308007,Mampio,175308007,Bgy,,,,R,679,,827,
1705308008,Nusa,175308008,Bgy,,,,R,531,,559,
1705308009,Santa Cruz,175308009,Bgy,,,,R,922,,1175,
1705308010,Tacas ,175308010,Bgy,,,,R,183,,202,
1705308011,Talaga,175308011,Bgy,,,,R,1111,,1164,
1705308012,Wahig ,175308012,Bgy,,,,R,173,,215,
1705309000,Coron,175309000,Mun,,,1st,,51803,,65855,
1705309001,Banuang Daan,175309001,Bgy,,,,R,907,,1131,
1705309002,Bintuan,175309002,Bgy,,,,U,2797,,3622,
1705309003,Borac,175309003,Bgy,,,,R,2491,,2799,
1705309004,Buenavista,175309004,Bgy,,,,R,989,,1281,
1705309005,Bulalacao,175309005,Bgy,,,,U,3488,,3580,
1705309006,Cabugao,175309006,Bgy,,,,R,2142,,2680,
1705309008,Decabobo,175309008,Bgy,,,,R,1161,,1181,
1705309009,Decalachao,175309009,Bgy,,,,U,2027,,3733,
1705309010,Guadalupe,175309010,Bgy,,,,U,3730,,6429,
1705309011,Lajala,175309011,Bgy,,,,R,1467,,1857,
1705309012,Malawig,175309012,Bgy,,,,R,787,,1168,
1705309013,Marcilla,175309013,Bgy,,,,R,1479,,1680,
1705309016,Barangay I ,175309016,Bgy,,,,U,5112,,5730,
1705309017,Barangay II ,175309017,Bgy,,,,U,1000,,1136,
1705309018,Barangay III ,175309018,Bgy,,,,U,775,,342,
1705309019,Barangay IV ,175309019,Bgy,,,,U,737,,748,
1705309020,Barangay V ,175309020,Bgy,,,,U,3903,,4275,
1705309022,San Jose,175309022,Bgy,,,,R,1367,,1618,
1705309023,San Nicolas,175309023,Bgy,,,,R,1982,,3222,
1705309024,Tagumpay,175309024,Bgy,,,,U,6966,,8230,
1705309025,Tara,175309025,Bgy,,,,R,1629,,1854,
1705309026,Turda,175309026,Bgy,,,,R,2562,,3086,
1705309032,Barangay VI ,175309032,Bgy,,,,U,2305,,4473,
1705310000,Cuyo,175310000,Mun,,,4th,,22360,,23489,
1705310001,Balading,175310001,Bgy,,,,R,759,,806,
1705310002,Bangcal ,175310002,Bgy,,,,U,1441,,1449,
1705310003,Cabigsing ,175310003,Bgy,,,,U,2064,,2062,
1705310004,Caburian,175310004,Bgy,,,,R,431,,463,
1705310005,Caponayan,175310005,Bgy,,,,R,1211,,1315,
1705310006,Catadman ,175310006,Bgy,,,,U,1219,,1144,
1705310007,Funda,175310007,Bgy,,,,R,536,,634,
1705310008,Lagaoriao ,175310008,Bgy,,,,R,720,,807,
1705310009,Lubid,175310009,Bgy,,,,R,825,,898,
1705310010,Manamoc,175310010,Bgy,,,,U,2631,,2904,
1705310011,Maringian,175310011,Bgy,,,,R,1419,,1347,
1705310012,Lungsod ,175310012,Bgy,,,,R,1034,,1141,
1705310014,Pawa,175310014,Bgy,,,,R,1542,,1577,
1705310015,San Carlos,175310015,Bgy,,,,R,1412,,1406,
1705310016,Suba,175310016,Bgy,,,,R,4037,,4444,
1705310017,Tenga-tenga ,175310017,Bgy,,,,R,679,,637,
1705310018,Tocadan ,175310018,Bgy,,,,R,400,,455,
1705311000,Dumaran,175311000,Mun,,,3rd,,23734,,23528,
1705311001,Bacao,175311001,Bgy,,,,R,1719,,1650,
1705311002,Bohol,175311002,Bgy,,,,R,1551,,1426,
1705311003,Calasag,175311003,Bgy,,,,R,305,,307,
1705311004,Capayas,175311004,Bgy,,,,R,1410,,1413,
1705311005,Catep,175311005,Bgy,,,,R,852,,874,
1705311006,Culasian,175311006,Bgy,,,,R,924,,948,
1705311007,Danleg,175311007,Bgy,,,,R,1974,,2062,
1705311008,Dumaran ,175311008,Bgy,,,,R,2024,,2027,
1705311009,Itangil,175311009,Bgy,,,,R,1920,,1945,
1705311010,Ilian,175311010,Bgy,,,,R,1657,,1607,
1705311011,Magsaysay,175311011,Bgy,,,,R,1644,,1661,
1705311012,San Juan,175311012,Bgy,,,,R,858,,705,
1705311013,Santa Teresita,175311013,Bgy,,,,R,3234,,3185,
1705311014,Santo Tomas,175311014,Bgy,,,,R,1157,,1049,
1705311015,Tanatanaon,175311015,Bgy,,,,R,1614,,1743,
1705311016,Santa Maria,175311016,Bgy,,,,R,891,,926,
1705312000,El Nido,175312000,Mun,Bacuit,,1st,,41606,,50494,
1705312001,Bagong Bayan,175312001,Bgy,,,,R,1207,,1362,
1705312002,Buena Suerte Pob.,175312002,Bgy,Barangay 2,,,U,2643,,2455,
1705312003,Barotuan,175312003,Bgy,,,,U,2279,,2449,
1705312004,Bebeladan,175312004,Bgy,,,,R,2171,,2232,
1705312005,Corong-corong Pob.,175312005,Bgy,Barangay 4,,,U,2804,,3634,
1705312006,Mabini,175312006,Bgy,,,,R,1381,,1698,
1705312007,Manlag,175312007,Bgy,,,,R,2200,,2825,
1705312008,Masagana Pob.,175312008,Bgy,Barangay 3,,,U,1851,,2262,
1705312009,New Ibajay,175312009,Bgy,,,,R,3003,,3510,
1705312010,Pasadeña,175312010,Bgy,,,,R,2001,,3098,
1705312011,Maligaya Pob.,175312011,Bgy,Barangay 1,,,U,1492,,1431,
1705312012,San Fernando,175312012,Bgy,,,,U,2249,,2543,
1705312013,Sibaltan,175312013,Bgy,,,,R,1653,,2007,
1705312014,Teneguiban,175312014,Bgy,,,,U,4449,,5125,
1705312015,Villa Libertad,175312015,Bgy,,,,U,3289,,5333,
1705312016,Villa Paz,175312016,Bgy,,,,R,1118,,1389,
1705312017,Bucana,175312017,Bgy,,,,U,4498,,5706,
1705312018,Aberawan,175312018,Bgy,,,,R,1318,,1435,
1705313000,Linapacan,175313000,Mun,,,5th,,15668,,16424,
1705313001,Barangonan,175313001,Bgy,Iloc,,,R,968,,1028,
1705313002,Cabunlawan,175313002,Bgy,,,,R,743,,712,
1705313003,Calibangbangan,175313003,Bgy,,,,R,1206,,1276,
1705313004,Decabaitot,175313004,Bgy,,,,R,573,,741,
1705313006,Maroyogroyog,175313006,Bgy,,,,R,1853,,1830,
1705313007,Nangalao,175313007,Bgy,,,,R,2496,,2507,
1705313008,New Culaylayan,175313008,Bgy,,,,R,1287,,1433,
1705313009,Pical,175313009,Bgy,,,,R,1451,,1500,
1705313010,San Miguel ,175313010,Bgy,,,,R,4103,,4327,
1705313011,San Nicolas,175313011,Bgy,,,,R,988,,1070,
1705314000,Magsaysay,175314000,Mun,,,5th,,12196,,12603,
1705314001,Alcoba,175314001,Bgy,,,,R,596,,685,
1705314002,Balaguen,175314002,Bgy,,,,R,1812,,1819,
1705314003,Canipo,175314003,Bgy,,,,R,864,,1031,
1705314004,Cocoro,175314004,Bgy,,,,R,1305,,1355,
1705314005,Danawan ,175314005,Bgy,,,,R,676,,711,
1705314006,Emilod,175314006,Bgy,,,,R,621,,655,
1705314007,Igabas,175314007,Bgy,,,,R,958,,930,
1705314008,Lacaren,175314008,Bgy,,,,R,419,,401,
1705314009,Los Angeles,175314009,Bgy,,,,R,949,,936,
1705314010,Lucbuan,175314010,Bgy,,,,R,1921,,1983,
1705314011,Rizal,175314011,Bgy,,,,R,2075,,2097,
1705315000,Narra,175315000,Mun,,,1st,,73212,,77948,
1705315001,Antipuluan,175315001,Bgy,,,,U,7067,,7562,
1705315002,Aramaywan,175315002,Bgy,,,,R,4045,,4274,
1705315003,Batang-batang,175315003,Bgy,,,,R,1345,,1257,
1705315004,Bato-bato,175315004,Bgy,,,,U,2633,,2834,
1705315005,Burirao,175315005,Bgy,,,,R,2628,,2987,
1705315006,Caguisan,175315006,Bgy,,,,R,1442,,1370,
1705315007,Calategas,175315007,Bgy,,,,U,4563,,5110,
1705315008,Dumagueña,175315008,Bgy,,,,R,3406,,3622,
1705315009,Elvita,175315009,Bgy,,,,R,967,,981,
1705315010,Estrella Village,175315010,Bgy,,,,R,1084,,1097,
1705315011,Ipilan,175315011,Bgy,,,,R,1839,,1816,
1705315012,Malatgao,175315012,Bgy,,,,R,2153,,2432,
1705315013,Malinao,175315013,Bgy,,,,U,2984,,3232,
1705315014,Narra ,175315014,Bgy,,,,U,11989,,12272,
1705315015,Panacan,175315015,Bgy,,,,U,4515,,4630,
1705315016,Princess Urduja,175315016,Bgy,,,,U,5295,,6138,
1705315017,Sandoval,175315017,Bgy,,,,R,2420,,2567,
1705315018,Tacras,175315018,Bgy,,,,R,1198,,1204,
1705315019,Taritien,175315019,Bgy,,,,R,1896,,2070,
1705315020,Teresa,175315020,Bgy,,,,R,1370,,1456,
1705315021,Tinagong Dagat,175315021,Bgy,,,,R,897,,992,
1705315022,Bagong Sikat,175315022,Bgy,,,,R,1905,,1849,
1705315023,Panacan 2,175315023,Bgy,,,,U,5571,,6196,
1731500000,City of Puerto Princesa ,175316000,City,,HUC,1st,,255116,,307079,
1731500001,Babuyan,175316001,Bgy,,,,R,2472,,2927,
1731500002,Bacungan,175316002,Bgy,,,,U,4555,,5969,
1731500003,Bagong Bayan,175316003,Bgy,,,,R,827,,788,
1731500004,Bagong Pag-Asa ,175316004,Bgy,,,,R,750,,730,
1731500005,Bagong Sikat ,175316005,Bgy,,,,U,7497,,7035,
1731500006,Bagong Silang ,175316006,Bgy,,,,U,5296,,4223,
1731500008,Bahile,175316008,Bgy,,,,R,2339,,2667,
1731500009,Bancao-bancao,175316009,Bgy,,,,U,13612,,15781,
1731500010,Binduyan,175316010,Bgy,,,,R,1293,,1519,
1731500011,Buenavista,175316011,Bgy,,,,R,1212,,1496,
1731500012,Cabayugan,175316012,Bgy,,,,U,3368,,3754,
1731500013,Concepcion,175316013,Bgy,,,,R,1418,,1755,
1731500014,Inagawan,175316014,Bgy,,,,R,1623,,1758,
1731500015,Irawan,175316015,Bgy,,,,U,6142,,8784,
1731500016,Iwahig ,175316016,Bgy,,,,U,4527,,5422,
1731500017,Kalipay ,175316017,Bgy,,,,U,725,,500,
1731500018,Kamuning,175316018,Bgy,,,,R,1978,,2067,
1731500019,Langogan,175316019,Bgy,,,,R,2067,,2616,
1731500020,Liwanag ,175316020,Bgy,,,,U,1202,,1273,
1731500021,Lucbuan,175316021,Bgy,,,,R,1401,,1774,
1731500022,Mabuhay ,175316022,Bgy,,,,R,206,,254,
1731500023,Macarascas,175316023,Bgy,,,,R,1609,,1715,
1731500024,Magkakaibigan ,175316024,Bgy,,,,U,375,,301,
1731500025,Maligaya ,175316025,Bgy,,,,U,311,,272,
1731500026,Manalo,175316026,Bgy,,,,R,2143,,2792,
1731500027,Manggahan ,175316027,Bgy,,,,U,644,,569,
1731500028,Maningning ,175316028,Bgy,,,,U,791,,892,
1731500029,Maoyon,175316029,Bgy,,,,R,1281,,1444,
1731500030,Marufinas,175316030,Bgy,,,,R,609,,737,
1731500031,Maruyogon,175316031,Bgy,,,,R,1450,,1868,
1731500032,Masigla ,175316032,Bgy,,,,R,609,,585,
1731500033,Masikap ,175316033,Bgy,,,,U,958,,968,
1731500034,Masipag ,175316034,Bgy,,,,U,1971,,2154,
1731500035,Matahimik ,175316035,Bgy,,,,U,1228,,1233,
1731500036,Matiyaga ,175316036,Bgy,,,,R,413,,424,
1731500037,Maunlad ,175316037,Bgy,,,,U,3865,,4369,
1731500038,Milagrosa ,175316038,Bgy,,,,U,3100,,3100,
1731500039,Model ,175316039,Bgy,,,,U,327,,347,
1731500040,Montible ,175316040,Bgy,,,,R,362,,655,
1731500041,Napsan,175316041,Bgy,,,,R,1797,,3064,
1731500042,New Panggangan,175316042,Bgy,,,,R,629,,710,
1731500043,Pagkakaisa ,175316043,Bgy,,,,R,1131,,1178,
1731500044,Princesa ,175316044,Bgy,,,,R,1015,,1003,
1731500045,Salvacion,175316045,Bgy,,,,R,1197,,1506,
1731500046,San Jose,175316046,Bgy,,,,U,17521,,23804,
1731500047,San Miguel,175316047,Bgy,,,,U,19649,,21157,
1731500048,San Pedro,175316048,Bgy,,,,U,22089,,25909,
1731500049,San Rafael,175316049,Bgy,,,,R,1836,,2065,
1731500050,Santa Cruz,175316050,Bgy,,,,R,840,,1091,
1731500051,Santa Lourdes,175316051,Bgy,,,,U,5171,,8186,
1731500052,Santa Lucia ,175316052,Bgy,,,,R,147,,422,
1731500053,Santa Monica,175316053,Bgy,,,,U,20094,,21174,
1731500054,Seaside ,175316054,Bgy,,,,R,312,,348,
1731500055,Sicsican,175316055,Bgy,,,,U,15861,,22625,
1731500056,Simpocan,175316056,Bgy,,,,R,1272,,1247,
1731500057,Tagabinit,175316057,Bgy,,,,R,1170,,1630,
1731500058,Tagburos,175316058,Bgy,,,,U,7045,,9824,
1731500059,Tagumpay ,175316059,Bgy,,,,U,465,,782,
1731500060,Tanabag,175316060,Bgy,,,,R,700,,771,
1731500061,Tanglaw ,175316061,Bgy,,,,U,1739,,1941,
1731500062,Barangay ng mga Mangingisda,175316062,Bgy,,,,U,5350,,7988,
1731500063,Inagawan Sub-Colony,175316063,Bgy,,,,U,4052,,5179,
1731500064,Luzviminda,175316064,Bgy,,,,R,3473,,3636,
1731500065,Mandaragat,175316065,Bgy,,,,U,9210,,10248,
1731500066,San Manuel,175316066,Bgy,,,,U,12510,,18509,
1731500067,Tiniguiban,175316067,Bgy,,,,U,12285,,13565,
1705317000,Quezon,175317000,Mun,,,1st,,60980,,65283,
1705317001,Alfonso XIII ,175317001,Bgy,,,,U,15081,,16145,
1705317002,Aramaywan,175317002,Bgy,,,,R,3600,,3798,
1705317003,Berong,175317003,Bgy,,,,U,3808,,4062,
1705317005,Calumpang,175317005,Bgy,,,,R,2343,,2467,
1705317011,Isugod,175317011,Bgy,,,,R,4103,,4464,
1705317012,Quinlogan,175317012,Bgy,,,,R,3956,,3901,
1705317014,Maasin,175317014,Bgy,,,,R,1980,,2501,
1705317016,Panitian,175317016,Bgy,,,,U,6482,,7500,
1705317017,Pinaglabanan,175317017,Bgy,,,,R,3266,,3310,
1705317020,Sowangan,175317020,Bgy,,,,R,3116,,3787,
1705317021,Tabon,175317021,Bgy,,,,U,4845,,5208,
1705317023,Calatagbak,175317023,Bgy,,,,R,1615,,1601,
1705317024,Malatgao,175317024,Bgy,,,,R,2914,,2761,
1705317025,Tagusao,175317025,Bgy,,,,R,3871,,3778,
1705318000,Roxas,175318000,Mun,,,1st,,65358,,69624,
1705318001,Abaroan,175318001,Bgy,,,,R,3824,,3840,
1705318002,Antonino,175318002,Bgy,,,,R,1271,,1270,
1705318003,Bagong Bayan,175318003,Bgy,,,,R,1059,,1068,
1705318004,Caramay,175318004,Bgy,,,,R,2773,,3031,
1705318005,Dumarao,175318005,Bgy,,,,R,2701,,3041,
1705318006,Iraan,175318006,Bgy,,,,R,853,,656,
1705318008,Jolo,175318008,Bgy,,,,R,1032,,1064,
1705318009,Magara,175318009,Bgy,Arasan,,,U,5139,,5450,
1705318010,Malcampo,175318010,Bgy,,,,R,1779,,1951,
1705318011,Mendoza,175318011,Bgy,,,,R,1339,,1451,
1705318012,Narra,175318012,Bgy,Minara,,,R,1180,,1294,
1705318013,New Barbacan,175318013,Bgy,Retac,,,R,4359,,4575,
1705318014,New Cuyo,175318014,Bgy,,,,R,1712,,1837,
1705318015,Barangay 1 ,175318015,Bgy,,,,U,4010,,4597,
1705318017,Rizal,175318017,Bgy,,,,R,1000,,928,
1705318018,Salvacion,175318018,Bgy,,,,R,688,,756,
1705318019,San Isidro,175318019,Bgy,,,,R,672,,672,
1705318020,San Jose,175318020,Bgy,,,,R,1544,,1659,
1705318021,San Miguel,175318021,Bgy,,,,R,1148,,1243,
1705318022,San Nicolas,175318022,Bgy,,,,R,1272,,1294,
1705318023,Sandoval,175318023,Bgy,,,,R,1908,,2187,
1705318024,Tagumpay,175318024,Bgy,,,,R,2849,,2914,
1705318025,Taradungan,175318025,Bgy,,,,R,1164,,1264,
1705318026,Tinitian,175318026,Bgy,,,,R,1919,,1977,
1705318028,Tumarbong,175318028,Bgy,,,,R,4344,,4149,
1705318029,Barangay II ,175318029,Bgy,,,,U,911,,742,
1705318030,Barangay III ,175318030,Bgy,,,,U,4312,,5371,
1705318031,Barangay IV ,175318031,Bgy,,,,U,6006,,6308,
1705318032,Barangay V Pob.,175318032,Bgy,Porao Island,,,R,0,,0,
1705318033,Barangay VI Pob.,175318033,Bgy,Johnson Island,,,R,555,,603,
1705318034,Nicanor Zabala,175318034,Bgy,,,,R,2035,,2432,
1705319000,San Vicente,175319000,Mun,,,1st,,31232,,33507,
1705319001,Alimanguan,175319001,Bgy,,,,R,4711,,4592,
1705319002,Binga,175319002,Bgy,,,,R,1600,,1808,
1705319003,Caruray,175319003,Bgy,,,,R,4534,,4550,
1705319004,Kemdeng,175319004,Bgy,,,,R,1044,,1119,
1705319005,New Agutaya,175319005,Bgy,,,,R,3384,,4374,
1705319006,New Canipo,175319006,Bgy,,,,R,1426,,1544,
1705319007,Port Barton,175319007,Bgy,,,,U,5844,,6621,
1705319008,Poblacion,175319008,Bgy,San Vicente,,,U,6502,,6330,
1705319009,San Isidro,175319009,Bgy,,,,R,908,,1012,
1705319010,Santo Niño,175319010,Bgy,,,,R,1279,,1557,
1705320000,Taytay,175320000,Mun,,,1st,,75165,,83357,
1705320001,Abongan,175320001,Bgy,,,,R,4011,,4642,
1705320002,Banbanan,175320002,Bgy,,,,R,1982,,2024,
1705320003,Bantulan,175320003,Bgy,,,,R,2303,,2427,
1705320004,Batas,175320004,Bgy,,,,R,1171,,1220,
1705320005,Bato,175320005,Bgy,,,,R,2827,,3600,
1705320006,Beton,175320006,Bgy,,,,R,1664,,1473,
1705320007,Busy Bees,175320007,Bgy,,,,R,1211,,1343,
1705320008,Calawag,175320008,Bgy,,,,U,4947,,5334,
1705320009,Casian,175320009,Bgy,,,,U,4487,,4660,
1705320010,Cataban,175320010,Bgy,,,,R,939,,1255,
1705320011,Debangan,175320011,Bgy,,,,R,1266,,1047,
1705320012,Depla,175320012,Bgy,,,,R,1113,,1274,
1705320013,Liminangcong,175320013,Bgy,,,,U,5533,,5814,
1705320014,Meytegued,175320014,Bgy,,,,R,1079,,984,
1705320015,New Guinlo,175320015,Bgy,,,,R,3379,,3628,
1705320016,Old Guinlo,175320016,Bgy,,,,R,960,,1041,
1705320017,Pamantolon,175320017,Bgy,,,,R,1847,,2228,
1705320018,Pancol,175320018,Bgy,,,,R,2408,,2981,
1705320019,Paly,175320019,Bgy,Paly Island,,,R,2805,,2458,
1705320020,Poblacion,175320020,Bgy,,,,U,11097,,14130,
1705320021,Pularaquen,175320021,Bgy,Canique,,,R,2507,,2928,
1705320022,San Jose,175320022,Bgy,,,,R,2192,,2500,
1705320023,Sandoval,175320023,Bgy,,,,R,1284,,1355,
1705320024,Silanga,175320024,Bgy,,,,R,1288,,1587,
1705320025,Alacalian,175320025,Bgy,,,,R,2637,,3024,
1705320026,Baras,175320026,Bgy,Pangpang,,,R,1221,,828,
1705320027,Libertad,175320027,Bgy,,,,R,1800,,1977,
1705320028,Minapla,175320028,Bgy,,,,R,641,,648,
1705320029,Talog,175320029,Bgy,,,,R,1021,,1058,
1705320030,Tumbod,175320030,Bgy,,,,R,1489,,1744,
1705320031,Paglaum,175320031,Bgy,,,,R,2056,,2145,
1705321000,Kalayaan,175321000,Mun,,,5th,,184,,193,
1705321004,Pag-Asa ,175321004,Bgy,,,,R,184,,193,
1705322000,Culion,175322000,Mun,,,3rd,,20139,,23213,
1705322001,Balala,175322001,Bgy,,,,U,671,,659,
1705322002,Baldat,175322002,Bgy,,,,U,723,,1030,
1705322003,Binudac,175322003,Bgy,,,,R,2167,,2494,
1705322004,Culango,175322004,Bgy,,,,R,346,,392,
1705322005,Galoc,175322005,Bgy,,,,R,1956,,2264,
1705322006,Jardin,175322006,Bgy,,,,R,1319,,1373,
1705322007,Libis,175322007,Bgy,,,,R,1312,,1479,
1705322008,Luac,175322008,Bgy,,,,R,1688,,2002,
1705322009,Malaking Patag,175322009,Bgy,,,,R,1688,,1766,
1705322010,Osmeña,175322010,Bgy,,,,R,3693,,4002,
1705322011,Tiza,175322011,Bgy,,,,R,1125,,1181,
1705322012,Burabod,175322012,Bgy,,,,R,829,,961,
1705322013,Halsey,175322013,Bgy,,,,R,823,,971,
1705322014,De Carabao,175322014,Bgy,,,,R,1799,,2639,
1705323000,Rizal,175323000,Mun,Marcos,,1st,,50096,,56162,
